"cell_type"	"biopsy_tissue"	"biopsy_cell_selection"	"grouping_id"	"study_id"	"hgnc_symbol"	"ensembl_gene_id"	"ensembl_version"	"p_value"	"p_value_adj"	"auc"	"pct_cells_target_cluster"	"pct_cells_other_clusters"	"avg_logFC"	"study_specific_columns"	"study_specific_columns_values"	"notes"
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CLEC10A"	"ENSG00000132514"	99		9.21e-24				6.5065565	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"COMT"	"ENSG00000093010"	99		1.88e-15				2.9374053	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CPVL"	"ENSG00000106066"	99		2.2e-17				5.9196734	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CSF1R"	"ENSG00000182578"	99		2.26e-17				6.8097587	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CST3"	"ENSG00000101439"	99		7.79e-71				4.9061832	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSB"	"ENSG00000164733"	99		1.48e-38				3.6265619	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSS"	"ENSG00000163131"	99		3.23e-21				1.896678	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSZ"	"ENSG00000101160"	99		7.3e-20				3.1616418	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CYBB"	"ENSG00000165168"	99		7.1e-26				4.3240533	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"EMP3"	"ENSG00000142227"	99		1.06e-17				1.4952911	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FCER1G"	"ENSG00000158869"	99		2.59e-63				4.2208266	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FCGR2A"	"ENSG00000143226"	99		9.69e-17				5.6327276	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FCGR3A"	"ENSG00000203747"	99		1.24e-14				6.252702	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FCGRT"	"ENSG00000104870"	99		5.73e-34				3.8707433	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FGL2"	"ENSG00000127951"	99		1.04e-22				3.8706036	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FOLR2"	"ENSG00000165457"	99		8.09e-16				6.343857	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FTH1"	"ENSG00000167996"	99		9.18e-30				0.7457363	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FTL"	"ENSG00000087086"	99		1.69e-37				0.7935086	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GABARAP"	"ENSG00000170296"	99		1.99e-21				2.6643093	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GLUL"	"ENSG00000135821"	99		5.67e-19				3.5289338	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GNG5"	"ENSG00000174021"	99		1.45e-15				1.7022651	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GRN"	"ENSG00000030582"	99		7.94e-32				3.270408	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GSN"	"ENSG00000148180"	99		1.79e-18				4.616251	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"H2AFY"	"ENSG00000113648"	99		5.93e-18				2.5082722	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DMA"	"ENSG00000204257"	99		5.19e-24				2.4165325	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPA1"	"ENSG00000231389"	99		1.45e-27				2.1393638	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPB1"	"ENSG00000223865"	99		4.81e-20				2.070347	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRA"	"ENSG00000204287"	99		6.36e-29				2.1566305	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB1"	"ENSG00000196126"	99		8.94e-34				2.3405747	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB5"	"ENSG00000198502"	99		1.33e-30				2.7574186	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"IFITM3"	"ENSG00000142089"	99		7.5e-34				4.934245	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ITGB2"	"ENSG00000160255"	99		1.09e-18				2.4458044	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"KCTD12"	"ENSG00000178695"	99		1.08e-17				5.604727	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LAP3"	"ENSG00000002549"	99		5.39e-16				3.2674446	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LST1"	"ENSG00000204482"	99		7.45e-20				3.6591127	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LYVE1"	"ENSG00000133800"	99		1.17e-22				10.27771	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LYZ"	"ENSG00000090382"	99		2.16e-36				5.210421	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MAFB"	"ENSG00000204103"	99		9.52e-26				6.399187	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MFSD1"	"ENSG00000118855"	99		1.29e-16				3.526003	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MRC1"	"ENSG00000260314"	99		2.16e-18				6.8712206	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MS4A4A"	"ENSG00000110079"	99		1.53e-19				7.0557475	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MS4A6A"	"ENSG00000110077"	99		5.53e-45				5.8637104	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MS4A7"	"ENSG00000166927"	99		2.19e-20				5.333226	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MT-ATP6"	"ENSG00000198899"	99		8.3e-16				0.49699885	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MT-ATP8"	"ENSG00000228253"	99		7.16e-22				2.6077921	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MT-CO1"	"ENSG00000198804"	99		6.45e-17				0.40518358	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MT-CO2"	"ENSG00000198712"	99		2.14e-20				0.5089841	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MT-ND4L"	"ENSG00000212907"	99		6.36e-29				1.6801907	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MT-ND5"	"ENSG00000198786"	99		9.92e-21				0.9049884	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"NPC2"	"ENSG00000119655"	99		5.12e-35				2.3062499	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PFN1"	"ENSG00000108518"	99		1e-15				0.7943448	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PPIA"	"ENSG00000196262"	99		1.69e-17				0.96138376	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PSAP"	"ENSG00000197746"	99		1.34e-45				2.2911916	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PYCARD"	"ENSG00000103490"	99		8.3e-20				2.7404876	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RAB31"	"ENSG00000168461"	99		4.38e-17				4.552126	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RAC1"	"ENSG00000136238"	99		1.8e-27				2.001444	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RBPJ"	"ENSG00000168214"	99		7.24e-19				2.9422646	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RHOA"	"ENSG00000067560"	99		2.58e-25				1.4561905	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RNASE1"	"ENSG00000129538"	99		1.62e-17				8.150943	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RNF130"	"ENSG00000113269"	99		4.24e-24				3.8273096	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"S100A10"	"ENSG00000197747"	99		4.3e-18				1.8489319	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"S100A11"	"ENSG00000163191"	99		1.74e-35				2.3172467	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"S100A4"	"ENSG00000196154"	99		2.52e-26				1.6992072	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"S100A6"	"ENSG00000197956"	99		5.35e-28				1.7191914	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SAMHD1"	"ENSG00000101347"	99		8.56e-16				2.592111	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SH3BGRL3"	"ENSG00000142669"	99		2.23e-21				1.2263916	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SPI1"	"ENSG00000066336"	99		1.8e-32				4.1237373	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"STAB1"	"ENSG00000010327"	99		3.68e-17				7.002035	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TGFBI"	"ENSG00000120708"	99		1.31e-16				5.4922385	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TIMP1"	"ENSG00000102265"	99		1.9e-23				2.1178005	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TMSB10"	"ENSG00000034510"	99		3.38e-23				0.6356185	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TSPO"	"ENSG00000100300"	99		5.3e-21				2.329799	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TYMP"	"ENSG00000025708"	99		4.73e-30				2.522304	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TYROBP"	"ENSG00000011600"	99		6.94e-65				4.2552032	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"VAMP8"	"ENSG00000118640"	99		2.16e-18				1.7509568	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"VSIG4"	"ENSG00000155659"	99		2.08e-20				7.0393443	""	""	
"LYVE1 Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ZYX"	"ENSG00000159840"	99		2.09e-15				3.1190355	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"AIF1"	"ENSG00000204472"	99		1.74e-108				5.061316	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ANXA2"	"ENSG00000182718"	99		1.06e-44				2.0810304	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ANXA5"	"ENSG00000164111"	99		9.99e-69				2.339501	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"AP2S1"	"ENSG00000042753"	99		2.37e-50				2.380172	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"APLP2"	"ENSG00000084234"	99		2.11e-38				2.656482	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ASAH1"	"ENSG00000104763"	99		1.01e-52				2.209997	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"BRI3"	"ENSG00000164713"	99		9.75e-41				3.1680577	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C1QA"	"ENSG00000173372"	99		4.46e-85				6.877711	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C1QB"	"ENSG00000173369"	99		2.44e-82				6.830346	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"C1QC"	"ENSG00000159189"	99		5.4e-77				7.0316596	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD14"	"ENSG00000170458"	99		1.24e-56				6.6295605	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD163"	"ENSG00000177575"	99		2.25e-36				6.565991	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD302"	"ENSG00000241399"	99		2.5e-35				5.5433908	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD63"	"ENSG00000135404"	99		6.34e-40				1.2737731	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD68"	"ENSG00000129226"	99		4.9e-76				5.109207	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CD74"	"ENSG00000019582"	99		4.06e-88				1.3317206	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CEBPD"	"ENSG00000221869"	99		5.02e-53				3.4467454	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CLEC10A"	"ENSG00000132514"	99		1.62e-53				6.8155785	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CLEC7A"	"ENSG00000172243"	99		3.82e-49				5.861913	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"COTL1"	"ENSG00000103187"	99		1.84e-39				1.4791764	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CPVL"	"ENSG00000106066"	99		4.01e-46				6.185321	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CSF1R"	"ENSG00000182578"	99		3.39e-46				7.2149367	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CST3"	"ENSG00000101439"	99		3.96e-153				4.9422297	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CSTA"	"ENSG00000121552"	99		1.06e-44				6.659862	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSB"	"ENSG00000164733"	99		4.99e-110				3.4607315	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSC"	"ENSG00000109861"	99		1.03e-38				2.3169348	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSD"	"ENSG00000117984"	99		1.37e-44				2.3999856	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSH"	"ENSG00000103811"	99		4.63e-40				2.2360818	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSS"	"ENSG00000163131"	99		3.63e-84				2.0208619	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CTSZ"	"ENSG00000101160"	99		4.45e-60				3.1303358	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CXCL16"	"ENSG00000161921"	99		6.33e-51				4.605487	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CXCL8"	"ENSG00000169429"	99		6.68e-38				5.8486238	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"CYBB"	"ENSG00000165168"	99		5.87e-47				3.6181335	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"DAB2"	"ENSG00000153071"	99		2.34e-35				7.300479	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ETS2"	"ENSG00000157557"	99		1.87e-38				4.3234706	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FCER1G"	"ENSG00000158869"	99		9.48e-138				4.1574893	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FCGR2A"	"ENSG00000143226"	99		7.41e-62				6.2379894	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FCGRT"	"ENSG00000104870"	99		4.72e-72				3.5706787	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FGL2"	"ENSG00000127951"	99		1.26e-70				4.0622077	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FTH1"	"ENSG00000167996"	99		6.07e-64				0.67429656	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"FTL"	"ENSG00000087086"	99		3.3e-87				0.7649439	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GLUL"	"ENSG00000135821"	99		1.34e-54				3.4387345	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GNAI2"	"ENSG00000114353"	99		1.84e-43				2.0370607	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GRN"	"ENSG00000030582"	99		4.71e-92				3.450887	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"GSN"	"ENSG00000148180"	99		7.66e-38				4.2502556	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"H2AFY"	"ENSG00000113648"	99		3.28e-52				2.388261	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HCK"	"ENSG00000101336"	99		1.02e-35				5.871675	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DMA"	"ENSG00000204257"	99		3.68e-73				2.4840002	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DMB"	"ENSG00000242574"	99		1.55e-55				2.7952623	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPA1"	"ENSG00000231389"	99		9.61e-102				2.278424	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DPB1"	"ENSG00000223865"	99		8.47e-106				2.4497325	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DQA1"	"ENSG00000196735"	99		1.74e-56				2.132758	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DQB1"	"ENSG00000179344"	99		4.61e-62				2.1877472	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRA"	"ENSG00000204287"	99		8.52e-115				2.403026	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB1"	"ENSG00000196126"	99		5.93e-104				2.445601	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"HLA-DRB5"	"ENSG00000198502"	99		7.79e-116				2.7956088	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"IER3"	"ENSG00000137331"	99		2.35e-41				3.8447464	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"IFI30"	"ENSG00000216490"	99		2.49e-44				4.0618734	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"IGSF6"	"ENSG00000140749"	99		1.42e-46				6.4036746	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"IL1B"	"ENSG00000125538"	99		3.39e-46				6.266415	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ITGB2"	"ENSG00000160255"	99		1.34e-42				2.2232633	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"KCTD12"	"ENSG00000178695"	99		2.92e-44				5.5434294	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"KLF4"	"ENSG00000136826"	99		2.51e-37				3.9096742	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LGALS1"	"ENSG00000100097"	99		1.83e-47				1.4727849	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LGALS3"	"ENSG00000131981"	99		8.76e-41				2.424145	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LST1"	"ENSG00000204482"	99		1.15e-74				3.9492047	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"LYZ"	"ENSG00000090382"	99		6.29e-115				6.07374	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MAFB"	"ENSG00000204103"	99		6.56e-63				6.489311	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MARCKS"	"ENSG00000277443"	99		7.84e-38				2.559351	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MFSD1"	"ENSG00000118855"	99		3.06e-48				3.4467614	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MPEG1"	"ENSG00000197629"	99		9.82e-48				4.87326	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MRC1"	"ENSG00000260314"	99		9.95e-42				6.793274	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MS4A4A"	"ENSG00000110079"	99		4.37e-35				6.546606	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MS4A6A"	"ENSG00000110077"	99		9.97e-104				6.0218782	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MS4A7"	"ENSG00000166927"	99		2.52e-85				5.878966	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"MT-CO1"	"ENSG00000198804"	99		6.5e-39				0.4285307	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"NAMPT"	"ENSG00000105835"	99		2.68e-46				2.5814245	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"NEAT1"	"ENSG00000245532"	99		3.42e-39				1.0274855	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"NPC2"	"ENSG00000119655"	99		3.54e-96				2.232916	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PLAUR"	"ENSG00000011422"	99		7.5e-44				4.3030434	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PLEK"	"ENSG00000115956"	99		4.73e-40				2.979782	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PSAP"	"ENSG00000197746"	99		6.19e-111				2.2093346	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PTPRE"	"ENSG00000132334"	99		1.75e-46				3.1990013	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"PYCARD"	"ENSG00000103490"	99		7.68e-41				2.4700947	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RAB31"	"ENSG00000168461"	99		1.28e-43				4.4832215	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RAC1"	"ENSG00000136238"	99		1.74e-58				1.8883637	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"RNF130"	"ENSG00000113269"	99		8.9e-61				3.588413	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"S100A11"	"ENSG00000163191"	99		2.84e-96				2.216298	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SAMHD1"	"ENSG00000101347"	99		2.62e-39				2.4449124	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SAT1"	"ENSG00000130066"	99		2.52e-97				1.3612323	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SGK1"	"ENSG00000118515"	99		3.51e-41				3.0999656	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SOD2"	"ENSG00000112096"	99		2.67e-41				2.7563884	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"SPI1"	"ENSG00000066336"	99		1.42e-65				3.8152175	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"STAB1"	"ENSG00000010327"	99		1.55e-35				7.2292967	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TGFBI"	"ENSG00000120708"	99		1.19e-63				6.041982	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TYMP"	"ENSG00000025708"	99		4.29e-74				2.4266365	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"TYROBP"	"ENSG00000011600"	99		1.45e-166				4.2477026	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"VAMP8"	"ENSG00000118640"	99		5.27e-44				1.5809486	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"VSIG4"	"ENSG00000155659"	99		1.25e-46				6.8616805	""	""	
"Macrophage"	"colon"	"immune"		"JamesKR-32066951"	"ZEB2"	"ENSG00000169554"	99		1.04e-46				3.06294	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ACOT7"	"ENSG00000097021"	99		8.79e-105				4.920442	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ACSL4"	"ENSG00000068366"	99		1.21e-120				3.888903	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ADRB2"	"ENSG00000169252"	99		7.98e-90				3.6849408	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ALOX5"	"ENSG00000012779"	99		3.43e-92				3.2038321	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ALOX5AP"	"ENSG00000132965"	99		0				2.2804067	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ANXA1"	"ENSG00000135046"	99		1.92e-264				1.7193434	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"AREG"	"ENSG00000109321"	99		9.54e-105				1.5355294	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ARHGAP18"	"ENSG00000146376"	99		6.62e-140				3.396498	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ASAH1"	"ENSG00000104763"	99		5.55e-133				2.0514867	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"ATP6V1F"	"ENSG00000128524"	99		1.33e-108				1.495327	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"BACE2"	"ENSG00000182240"	99		1.55e-96				4.5822635	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CAPG"	"ENSG00000042493"	99		7.91356748007215e-310				2.9711604	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CD44"	"ENSG00000026508"	99		1.04e-130				0.9147355	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CD63"	"ENSG00000135404"	99		0				1.8315934	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CD9"	"ENSG00000010278"	99		0				4.775512	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CLIC1"	"ENSG00000213719"	99		3.83e-133				0.94288164	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CLU"	"ENSG00000120885"	99		0				6.280497	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CNRIP1"	"ENSG00000119865"	99		5.18e-95				8.674449	""	""	
"Mast"	"colon"	"immune"		"JamesKR-32066951"	"CPA3"	"ENSG00000163751"	99		0				9.403767	""	""	
